,poems,our_summary,ground_summaries
472,"In the long, sleepless watches of the night,
A gentle face — the face of one long dead —
Looks at me from the wall, where round its head
The night-lamp casts a halo of pale light.
Here in this room she died; and soul more white
Never through martyrdom of fire was led
To its repose; nor can in books be read
The legend of a life more benedight.
There is a mountain in the distant West
That, sun-defying, in its deep ravines
Displays a cross of snow upon its side.
Such is the cross I wear upon my breast
These eighteen years, through all the changing scenes
And seasons, changeless since the day she died.","In the long, sleepless watches of the night, a gentle face — the face of one long dead — looks at me from the wall, where round its head the night-lamp casts a halo of pale light.Here in this room she died; and soul more white was never through martyrdom of fire was led.","The Cross of Snow is a very powerful piece in large part because of its honest and straightforward language. Many poets will approach a theme such as immense grief or suffering with an abstract approach, one that captures the emotion by indirectly pointing out how difficult it is to properly express. In this poem, Longfellow speaks plainly about the death of a woman and uses his own feelings to propel the meaning of the poem, using only sparing metaphors to express them."
473,"Come live with me and be my love,
And we will all the pleasures prove,
That Valleys, groves, hills, and fields,
Woods, or steepy mountain yields.

And we will sit upon the Rocks,
Seeing the Shepherds feed their flocks,
By shallow Rivers to whose falls
Melodious birds sing Madrigals.

And I will make thee beds of Roses
And a thousand fragrant posies,
A cap of flowers, and a kirtle
Embroidered all with leaves of Myrtle;

A gown made of the finest wool
Which from our pretty Lambs we pull;
Fair lined slippers for the cold,
With buckles of the purest gold;

A belt of straw and Ivy buds,
With Coral clasps and Amber studs:
And if these pleasures may thee move,
Come live with me, and be my love.

The Shepherds’ Swains shall dance and sing
For thy delight each May-morning:
If these delights thy mind may move,
Then live with me, and be my love.","Come live with me and be my love, and we will all the pleasures prove, says the poet. ""I will make thee beds of Roses and a thousand fragrant posies, a cap of flowers, and a kirtle,"" he writes. ""And we will sit upon the Rocks, seeing the Shepherds feed their flocks, by shallow Rivers to whose falls falls,"" he adds.","'The Passionate Shepherd to His Love' by Christopher Marlowe describes the life that a shepherd wishes to create for his lover if she agrees to come and live with him. The poem begins with the speaker asking his lover to come and be with him forever. If she does this simple thing, they will be able to experience all the joy that the world has to offer. They will have all the best in life. He continues on to state that not only will they be happy in their love, but that he will create for her the most lovely of items. He will use the flowers in their new abode to craft pieces of clothing like hats and petticoats. The shepherd will also use the wool from their lambs to make her dresses. He clearly believes that these items of clothing will be enough, along with his love, to entice her to live with him. By the end of the piece, it is not clear whether or not she accepts his offer, but he seems to understand that it is up to her. He has done his best, and is awaiting her answer."
474,"When beauty breaks and falls asunder
I feel no grief for it, but wonder.
When love, like a frail shell, lies broken,
I keep no chip of it for token.
I never had a man for friend
Who did not know that love must end.
I never had a girl for lover
Who could discern when love was over.
What the wise doubt, the fool believes--
Who is it, then, that love deceives?","When beauty breaks and falls asunder, I feel no grief for it, but wonder. When love, like a frail shell, lies broken, I keep no chip of it for token. I never had a man for friend who did not know that love must end. Who could discern when love was over?","'Juan's Song' is a title that satirises the common term 'Swan Song', which is a final effort, performance, or gesture that is given just before retirement. In changing this to the phonetically similar 'Juan's', Bogan is mocking the supposed drama of love, downplaying its importance by highlighting the more ridiculous parts. She argues that deep down everyone knows when love isn't working, things not feeling quite right. If this is true, how do people get so shocked and heartbroken at the end of love – she asks the question 'Who is it, then, that love deceives?'."
475,"Where the remote Bermudas ride
In th’ ocean’s bosom unespy’d,
From a small boat, that row’d along,
The list’ning winds receiv’d this song.

What should we do but sing his praise
That led us through the wat’ry maze
Unto an isle so long unknown,
And yet far kinder than our own?
Where he the huge sea-monsters wracks,
That lift the deep upon their backs,
He lands us on a grassy stage,
Safe from the storm’s and prelates’ rage.
He gave us this eternal spring
Which here enamels everything,
And sends the fowls to us in care,
On daily visits through the air.
He hangs in shades the orange bright,
Like golden lamps in a green night;
And does in the pomegranates close
Jewels more rich than Ormus shows.
He makes the figs our mouths to meet
And throws the melons at our feet,
But apples plants of such a price,
No tree could ever bear them twice.
With cedars, chosen by his hand,
From Lebanon, he stores the land,
And makes the hollow seas that roar
Proclaim the ambergris on shore.
He cast (of which we rather boast)
The Gospel’s pearl upon our coast,
And in these rocks for us did frame
A temple, where to sound his name.
Oh let our voice his praise exalt,
Till it arrive at heaven’s vault;
Which thence (perhaps) rebounding, may
Echo beyond the Mexic Bay.

Thus sung they in the English boat
An holy and a cheerful note,
And all the way, to guide their chime,
With falling oars they kept the time.","Where the remote Bermudas ride                In th’ ocean’s bosom unespy’d,                From a small boat, that row’D along, the list’ning winds receiv’'d this song.                What should we do but sing his praise                Unto an isle so long unknown, yet far kinder than our own?","'Bermudas' by Andrew Marvell presents the scenic beauty of the Bermuda sea as well as the Bermuda islands. 'Bermudas' by Andrew Marvell is a poem about a group of English pilgrims leaving their native land to the Bermuda islands. While they were on the boat sailing on the Bermuda sea, they could see the beautiful island of Bermuda. The poetic persona who narrates the pleasant aspects of the island, says that the island is “far kinder than our own?” It is to them a safe anode far from the religious harangue of their country. It lits their souls and provides them with a new hope. They can practice their religious rites and stay as they wish. There is no one to tell them what they should do or preach. It is a blissful place to start a new journey as they started long ago in their homeland."
476,"Oh me! Oh life! of the questions of these recurring,
Of the endless trains of the faithless, of cities fill’d with the foolish,
Of myself forever reproaching myself, (for who more foolish than I, and who more faithless?)
Of eyes that vainly crave the light, of the objects mean, of the struggle ever renew’d,
Of the poor results of all, of the plodding and sordid crowds I see around me,
Of the empty and useless years of the rest, with the rest me intertwined,
The question, O me! so sad, recurring—What good amid these, O me, O life?
Answer.
That you are here—that life exists and identity,
That the powerful play goes on, and you may contribute a verse.","Oh me! Oh life! of the questions of these recurring, recurring, foolish, cities fill’d with the foolish. Of the empty and useless years of the rest, with the rest me intertwined. What good amid these, O me, O life? The answer is that life exists and identity, and you are here.","‘O Me! O Life! by Walt Whitman is a poem where being capable of boosting the quality of “life” is presented through juxtaposed ideas. Specifically, the negatives of “life” are discussed as the forefront thoughts of the poem in striking juxtaposition to the “good” elements of “life” that are offered afterward for a strong contrast. Although there is far more negative said about “life” than positive, the poem still leaves the reader with the notion that while catching the “good” elements might be difficult since they are so rare in comparison to the “poor” details of “life,” embracing them can lead to a “life” where experience and possibility are enough to make “life” a “good” thing."
477,"The sky is cloudy, yellowed by the smoke.
For view there are the houses opposite
Cutting the sky with one long line of wall
Like solid fog: far as the eye can stretch
Monotony of surface & of form
Without a break to hang a guess upon.
No bird can make a shadow as it flies,
For all is shadow, as in ways o'erhung
By thickest canvass, where the golden rays
Are clothed in hemp. No figure lingering
Pauses to feed the hunger of the eye
Or rest a little on the lap of life.
All hurry on & look upon the ground,
Or glance unmarking at the passers by
The wheels are hurrying too, cabs, carriages
All closed, in multiplied identity.
The world seems one huge prison-house & court
Where men are punished at the slightest cost,
With lowest rate of colour, warmth & joy.","The sky is cloudy, yellowed by the smoke. For view there are the houses opposite.Cutting the sky with one long line of wall.Like solid fog: far as the eye can stretch.Monotony of surface & of form without a break to hang a guess upon.","'In a London Drawing Room' is a summary of the monotony and sameness of the London city landscape from the drawing room of a resident. This speaker's exact location is not specified, making this poem applicable to anyone living anywhere in London at the time. The poem begins with a dark description of what is outside the speaker's home. The sky is described as “yellowed” and the houses so drab in their shape and form, as a line of fog. There is nothing in this landscape for one to marvel at or question the nature of. The speaker continues to speak of how the birds do not cast shadows as they fly through the city, the sun is unable to reach them through the thick layer of clouds, smog, and smoke that fills the air. It is like a huge canvas sheet has been placed over the top of the city keeping it in darkness. The poem concludes by relating the quick pace of those walking on the streets to the speed of the cars, carriages, and coaches passing. All appear identical and pause for nothing as they hurry along. The poem concludes by alluding to the state of the city, the lack of warmth and sun, being a punishment placed on the residents."
478,"“next to of course god america i
love you land of the pilgrims’ and so forth oh
say can you see by the dawn’s early my
country ’tis of centuries come and go
and are no more what of it we should worry
in every language even deafanddumb
thy sons acclaim your glorious name by gorry
by jingo by gee by gosh by gum
why talk of beauty what could be more beaut-
iful than these heroic happy dead
who rushed like lions to the roaring slaughter
they did not stop to think they died instead
then shall the voice of liberty be mute?”

He spoke. And drank rapidly a glass of water",“Next to of course god america i love you land of the pilgrims’ and so forth oh say can you see by the dawn’s early my country ’tis of centuries come and go.” “Then shall the voice of liberty be mute?”,"“next to of course god america i” is an anti-war poem that touches on the dangers of empty patriotism. The poem’s main speaker—who seems to be addressing a crowd or audience of some sort—imitates the gung-ho, unflinching patriotism that was popular in the United States during and after World War I, but this speech is filled with shallow, rambling clichés and empty platitudes. As a result, the poem becomes a parody of patriotism itself, framing certain forms of national pride as misguided and thoughtless. More specifically, the poem suggests that mindless patriotism often leads to violence, since it can fuel enthusiasm for war."
479,"O God, O Venus, O Mercury, patron of thieves,
Give me in due time, I beseech you, a little tobacco-shop,
With the little bright boxes
piled up neatly upon the shelves
And the loose fragment cavendish
and the shag,
And the bright Virginia
loose under the bright glass cases,
And a pair of scales
not too greasy,
And the votailles dropping in for a word or two in passing,
For a flip word, and to tidy their hair a bit.
O God, O Venus, O Mercury, patron of thieves,
Lend me a little tobacco-shop,
or install me in any profession
Save this damn'd profession of writing,
where one needs one's brains all the time.","O God, O Venus, O Mercury, patron of thieves,                Give me in due time, I beseech you, a little tobacco-shop.                With the little bright boxes                piled up neatly upon the shelves.                The loose fragment cavendish                and the shag,                And the bright Virginia                loose under the bright glass cases.","The Lake Isle' by Ezra Pound speaks on the simple things in life and how those things if one were dedicated to them, would make life better. The poem begins with the speaker asking the gods, as he does multiple times in the text, to give him something. This time it is a tobacco shop. This simple building and business represent something larger in the poem—a freedom and escape from the bustling modern world of endless commerce and industrial advancement. As the poem progresses Pound's speaker asks for other things, many of which would obviously be contained within his shop. In conclusion, the speaker who has begun to sound more and more like Pound himself, asks that the gods do something, anything, to remove him from his “damn'd profession of writing”."
480,"At dawn slowly
the sun withdraws his
long misty arms of
embrace. Happy lovers

whose exertions leave
no aftertaste nor slush
of love’s combustion; Earth
perfumed in dewdrop
fragrance wakes

to whispers of
soft-eyed light…
Later he
will wear out his temper
ploughing the vast acres
of heaven and take it

out of her in burning
darts of anger. Long
accustomed to such caprice
she waits patiently

for evening when thoughts
of another night will
restore his mellowness
and her power
over him.",At dawn slowly                the sun withdraws his                long misty arms of                embrace. Happy lovers                whose exertions leave                no aftertaste nor slush                of love’s combustion; Earth                perfumed in dewdrop rainfall. Later he                will wear out his temper                ploughing the vast acres                of heaven and take it out of her.,"'Love Cycle' opens by describing the actions of the sun at dawn. At this time, the poem compares the interaction between the sun and Earth to the aftermath of dispassionate sex between a couple. It goes on to describe the harshness of the sun as dawn gives way to noon. Here, Love Cycle relates the earth's endurance of the sun's scorching rays to the forbearance of a woman dissatisfied by her partner. Towards the end, however, it speculates why she (Earth) remains in a relationship with him (the sun), and therefore why this natural phenomenon reoccurs. Love Cycle concludes by implicitly mentioning moonlight, a gentle reflection of the sun's rays. The subdued nature of the sun at night gives Earth free reign over her partner. Love Cycle points to this moment as the reason she stays."
481,"YOU will come one day in a waver of love,
Tender as dew, impetuous as rain,
The tan of the sun will be on your skin,
The purr of the breeze in your murmuring speech,
You will pose with a hill-flower grace.
You will come, with your slim, expressive arms,
A poise of the head no sculptor has caught
And nuances spoken with shoulder and neck,
Your face in a pass-and-repass of moods
As many as skies in delicate change
Of cloud and blue and flimmering sun.
Yet,
You may not come, O girl of a dream,
We may but pass as the world goes by
And take from a look of eyes into eyes,
A film of hope and a memoried day.","""You will come one day in a waver of love, tender as dew, impetuous as rain, the tan of the sun will be on your skin, the purr of the breeze in your murmuring speech, and you will pose with a hill-flower grace""","'A Dream Girl' is a poem about wishing for love, and the anxiety that we may not be able to find it The poem begins with the narrator describing the beautiful woman he hopes will one day come into his life. The woman he envisions is kind, loving, and graceful. He utilizes nature imagery to create an almost nymph-like image in the mind of the reader. He imagines that this woman will enter his life and bring him nothing but joy and happiness. However, in the last stanza, the narrator admits that he knows it is possible that he will never meet this woman. He is also aware that it is possible they will cross paths but not end up together. While he dreams of one day finding his dream woman, he knows it is very possible that it will not happen."
482,"Consider the auk;
Becoming extinct because he forgot how to fly, and could only walk.
Consider man, who may well become extinct
Because he forgot how to walk and learned how to fly before he thinked.","Consider the auk;Becoming extinct because he forgot how to fly, and could only walk.Consider man, who may well become extinctBecause he forgotHow to walk and learned how to flying before he thinked.Consider the bird of prey, which may become extinct because it can only walk and can't fly.","'A Caution to Everybody' by Ogden Nash alludes to the possible downfall of humankind if we “forget” who we are at our hearts. The poem is quite short, at only four lines, but in these four lines, the speaker describes an “auk” who he says forgot how to fly when it learned to walk. This, he sees, is comparable to what's happening to humanity. He cautions everyone reading the poem, and everyone else in the world, that if humankind forgets the basics of human life, then we too may become extinct."
483,"Once upon a schooltime
He did Something Very Wrong
(I forget what it was).

And She said he’d done
Something Very Wrong, and must
Stay in the school-room till half-past two.

(Being cross, she’d forgotten
She hadn’t taught him Time.
He was too scared at being wicked to remind her.)
He knew a lot of time: he knew
Gettinguptime, timeyouwereofftime,
Timetogohomenowtime, TVtime,

Timeformykisstime (that was Grantime).
All the important times he knew,
But not half-past two.

He knew the clockface, the little eyes
And two long legs for walking,
But he couldn’t click its language,

So he waited, beyond onceupona,
Out of reach of all the timefors,
And knew he’d escaped for ever

Into the smell of old chrysanthemums on Her desk,
Into the silent noise his hangnail made,
Into the air outside the window, into ever.

And then, My goodness, she said,
Scuttling in, I forgot all about you.
Run along or you’ll be late.

So she slotted him back into schooltime,
And he got home in time for teatime,
Nexttime, notimeforthatnowtime,
But he never forgot how once by not knowing time,
He escaped into the clockless land for ever,
Where time hides tick-less waiting to be born.","Once upon a schooltime he did Something Very Wrong. He knew a lot of time: he knew gettinguptime, timeyouwereofftime, TVtime, timeformykisstime (that was Grantime) But not half-past two. He escaped into the clockless land for ever, where time hides tick-less waiting to be born.","Half-Past Two' by U.A. Fanthorpe is a clever poem told from the perspective of a young child. In the first lines of this poem, the speaker, a child, describes how a child did “something very wrong.” Their teacher told them this was the case and that they had to stay after school till “half-past two.” But, it is soon revealed that the teacher had never taught the child time and therefore he had no concept of it. All he knew were phrases like “Gettinguptime” and “timeyouwereofftime.” The clock meant nothing to him. So he waited, outside of time, and unbothered. Finally, after forgetting about him, the teacher finds him again and sends him home. "
484,"I found a dimpled spider, fat and white,
On a white heal-all, holding up a moth
Like a white piece of rigid satin cloth--
Assorted characters of death and blight
Mixed ready to begin the morning right,
Like the ingredients of a witches' broth--
A snow-drop spider, a flower like a froth,
And dead wings carried like a paper kite.

What had that flower to do with being white,
The wayside blue and innocent heal-all?
What brought the kindred spider to that height,
Then steered the white moth thither in the night?
What but design of darkness to appall?--
If design govern in a thing so small.","I found a dimpled spider, fat and white, on a white heal-all, holding up a moth.Assorted characters of death and blight mixed ready to begin the morning right, like the ingredients of a witches' broth. A snow-drop spider, a flower like a froth, and dead wings carried like a paper kite.","'Design' by Robert Frost depicts creation at the hands of a malevolent creator who designed the world with “death and blight” in mind. The poem begins with the speaker discussing a spider and moth he found on the top of a flower. They came together there, as if kindred spirits, in order for the spider to eat the moth. He wonders over this convergence and equates it to a witch's brew. There are a few light-hearted lines in which the speaker plays with potion-related imagery. He then transitions in the sestet to discuss design, creation, more broadly, God."
485,"I been scarred and battered.
My hopes the wind done scattered.
Snow has friz me,
Sun has baked me,
Looks like between 'em they done
Tried to make me
Stop laughin', stop lovin', stop livin'--
But I don't care!
I'm still here!","I been scarred and battered. I don't care! I'm still here! I've been through a lot. I'm not going to stop. I've had a lot of ups and downs, but I've never been hurt like this. I can't believe I've survived.","Still here by Langston Hughes is a poem that is grounded in varying grammar concepts to indicate weariness through struggle and clarity after the struggle concludes. The confusion of the struggle is presented in a juxtaposed format, coming just before the certain finale of victory, and the overall idea is that staying strong through the problems is worth that concluding victory and empowerment."
486,"STILL let my tyrants know, I am not doom'd to wear
Year after year in gloom and desolate despair;
A messenger of Hope comes every night to me,
And offers for short life, eternal liberty.

He comes with Western winds, with evening's wandering airs,
With that clear dusk of heaven that brings the thickest stars:
Winds take a pensive tone, and stars a tender fire,
And visions rise, and change, that kill me with desire.

Desire for nothing known in my maturer years,
When Joy grew mad with awe, at counting future tears:
When, if my spirit's sky was full of flashes warm,
I knew not whence they came, from sun or thunder-storm.

But first, a hush of peace—a soundless calm descends;
The struggle of distress and fierce impatience ends.
Mute music soothes my breast—unutter'd harmony
That I could never dream, till Earth was lost to me.

Then dawns the Invisible; the Unseen its truth reveals;
My outward sense is gone, my inward essence feels;
Its wings are almost free—its home, its harbour found,
Measuring the gulf, it stoops, and dares the final bound.

O dreadful is the check—intense the agony—
When the ear begins to hear, and the eye begins to see;
When the pulse begins to throb—the brain to think again—
The soul to feel the flesh, and the flesh to feel the chain.

Yet I would lose no sting, would wish no torture less;
The more that anguish racks, the earlier it will bless;
And robed in fires of hell, or bright with heavenly shine,
If it but herald Death, the vision is divine.","A messenger of Hope comes every night to me, and offers for short life, eternal liberty. He comes with Western winds, with evening's wandering airs, with that clear dusk of heaven that brings the thickest stars. And visions rise, and change, that kill me with desire. But first, a hush of peace descends.","The Prisoner' by Emily Brontë describes an interaction between the speaker, a prison warden, and a captive held within a dungeon crypt. The poem begins with the speaker describing how he went down into the dungeons. He commanded the doors be opened and he looked in on the darkness. The speaker clearly has some authority here and maintains that as he addresses the warder. From this point on the majority of the narrative is focused around one “captive” held in the dungeon. This person is a young woman who appears pure, beautiful, and unconcerned by her situation. In warder is bothered by the woman's appearance. She is not as downtrodden as she should be. The woman speaks to the listener and the warder. She tells them that she is not unhappy, as she knows she won't be trapped in this place forever. Soon, she will be set free. When she is questioned about how this could be the case, she tells about her nightly visits. As she sleeps she is visited by Hope. It tells her that her short life will be rewarded in Heaven. This fact keeps her in good spirits. She does not see the point in crying or mourning as it will not save her or her imprisoned “kindred.” The following sections are used to describe the details of her dreams. They show her what her life will be like in heaven. There will be mute sounds that soothe her. All knowledge will be revealed and truths shown. The poem concludes with the speaker mourning the moments she returns to her waking life. They bring her a great deal of pain. The last lines show that the speaker has a new understanding of his captive. He has also seen that man's rule can be “overuled” by heaven. Explore more Emily Brontë poems."
487,"I thought a tree dying was a sign of pestilence or terror or you’d done something wrong in your life and so your tree died. But no, sometimes, like a pet, they just go. Lifespan different than a dog, how unfair is that, you just get your dog for only this little finger of time and then move on. Whose pets are we? If the lifespan of a tree is significantly longer than ours, does that make us its pet? Like in the concentric circle of lifespans, who wins that contest and is that how you decided to make god a thing? Who am I asking all these questions of, my mother? I am the mother now and have to come up with answers like the way one letter from the word “now” to “not” changes everything: your breakfast is now ready, your breakfast is not ready. Why don’t we speak typos. At the level of the letter. It’s when I saw my hand holding the baby’s head I realized I wasn’t the baby anymore.","I thought a tree dying was a sign of pestilence or terror or you’d done something wrong in your life and so your tree died. But no, like a pet, they just go. Lifespan different than a dog, how unfair is that, you just get your dog for only this little finger of time and then move on. Whose pets are we? If the lifespan of a tree is significantly longer than ours, does that make us its pet? Like in the concentric circle of lifespans, who wins that contest and is that how you decided to make god a thing? Who am I asking all these questions of, my mother? I am the","'I Thought a Tree Dying' by Sandra Doller reflects on curious aspects of human life. The strangeness of growing up, death, pets, and trees are all touched on by the poet. Doller begins by focusing on a tree dying, the reason behind this astounding her. This then naturally follows on to the death of other things, like dogs. If dogs die in only a fraction of human life, are humans then the pets of trees, that live much longer than us? Many rhetorical questions are asked throughout the poem, Doller not sure where to point her curiosity. The poet then moves through the intricacy of language, finally settling on the realization that she has grown up."
488,"I struck the board, and cried, ""No more;
I will abroad!
What? shall I ever sigh and pine?
My lines and life are free, free as the road,
Loose as the wind, as large as store.
Shall I be still in suit?
Have I no harvest but a thorn
To let me blood, and not restore
What I have lost with cordial fruit?
Sure there was wine
Before my sighs did dry it; there was corn
Before my tears did drown it.
Is the year only lost to me?
Have I no bays to crown it,
No flowers, no garlands gay? All blasted?
All wasted?
Not so, my heart; but there is fruit,
And thou hast hands.
Recover all thy sigh-blown age
On double pleasures: leave thy cold dispute
Of what is fit and not. Forsake thy cage,
Thy rope of sands,
Which petty thoughts have made, and made to thee
Good cable, to enforce and draw,
And be thy law,
While thou didst wink and wouldst not see.
Away! take heed;
I will abroad.
Call in thy death's-head there; tie up thy fears;
He that forbears
To suit and serve his need
Deserves his load.""
But as I raved and grew more fierce and wild
At every word,
Methought I heard one calling, Child!
And I replied My Lord.","I struck the board, and cried, ""No more; I will abroad!"" ""Sure there was wine wine before my sighs did dry it,"" he said. ""There was corn before my tears did drown it"" ""There is fruit, my heart; but there is fruit,"" he replied.","'The Collar' by George Herbert describes a speaker's desire to escape from his religious life and turn to one of greater freedom. The poem begins with the speaker stating that he will stand for his present life no longer. It is time for him to make a change and he intends to resurrect the parts of himself the lost in his youth. He will seek out real pleasures and no longer worry about what is right and wrong. As the poem continues, the extent of his confinement is revealed. He has crafted a prison for himself out of his own belief. The ropes will no longer keep him and he will utilize his fears to his own benefit. He will be a stronger man. The final lines bring the speaker back to his religious reality. The voice of God penetrates through his “rav[ing]” and calms his ardor. He will not do as he said he would; he has been taken back into the fold of the church."
489,"I have met them at close of day Coming with vivid faces
From counter or desk among grey Eighteenth-century houses.
I have passed with a nod of the head Or polite meaningless words, Or have lingered awhile and said Polite meaningless words,
And thought before I had done Of a mocking tale or a gibe To please a companion
Around the fire at the club, Being certain that they and I But lived where motley is worn: All changed, changed utterly: A terrible beauty is born.
That woman's days were spent In ignorant good-will,
Her nights in argument
Until her voice grew shrill.
What voice more sweet than hers When, young and beautiful, She rode to harriers?
This man had kept a school And rode our wingèd horse; This other his helper and friend Was coming into his force;
He might have won fame in the end, So sensitive his nature seemed, So daring and sweet his thought.
This other man I had dreamed
A drunken, vainglorious lout.
He had done most bitter wrong
To some who are near my heart, Yet I number him in the song;
He, too, has resigned his part
In the casual comedy;
He, too, has been changed in his turn, Transformed utterly:
A terrible beauty is born.
Hearts with one purpose alone Through summer and winter seem Enchanted to a stone
To trouble the living stream.
The horse that comes from the road, The rider, the birds that range From cloud to tumbling cloud, Minute by minute they change; A shadow of cloud on the stream Changes minute by minute; A horse-hoof slides on the brim, And a horse plashes within it; The long-legged moor-hens dive, And hens to moor-cocks call; Minute by minute they live: The stone's in the midst of all.
Too long a sacrifice
Can make a stone of the heart. O when may it suffice?
That is Heaven's part, our part To murmur name upon name, As a mother names her child When sleep at last has come On limbs that had run wild. What is it but nightfall?
No, no, not night but death; Was it needless death after all?
For England may keep faith For all that is done and said. We know their dream; enough
To know they dreamed and are dead; And what if excess of love Bewildered them till they died? I write it out in a verse—
MacDonagh and MacBride And Connolly and Pearse
Now and in time to be,
Wherever green is worn,
Are changed, changed utterly: A terrible beauty is born.","I have met them at close of day Coming with vivid faces from grey Eighteenth-century houses. I have passed with a nod of the head Or polite meaningless words, Or have lingered awhile and said Polite meaningless words. And thought before I had done Of a mocking tale or a gibe To please a companion. All changed, changed utterly: A terrible beauty is born.","Easter, 1916 opens with Yeats remembering the rebels as he passed them on the street. Before the Rising, they were just ordinary people who worked in shops and offices. He remembers his childhood friend Constance Markievicz, who is “that woman”; the Irish language teacher Padraic Pearse, who “kept a school” called St. Enda's; the poet Thomas MacDonagh “helper and friend” to Pearse; and even Yeats's own rival in love John MacBride, “a drunken, vainglorious lout.” After reflecting on the rebels' constancy of purpose, as if their hearts were “enchanted to a stone,” the poet wonders whether the rebellion was worth it. The poem ends on a note of ambivalence and futility, reflecting Yeats's own reluctance to engage in political debate. The poem is divided into four stanzas, symbolizing the month of April, the fourth month. It is known for its famous refrain, “All changed, changed utterly: A terrible beauty is born.”"
490,"Did the people of Viet Nam
use lanterns of stone?
Did they hold ceremonies
to reverence the opening of buds?
Were they inclined to quiet laughter?
Did they use bone and ivory,
jade and silver, for ornament?
Had they an epic poem?
Did they distinguish between speech and singing?

Sir, their light hearts turned to stone.
It is not remembered whether in gardens
stone gardens illumined pleasant ways.
Perhaps they gathered once to delight in blossom,
but after their children were killed
there were no more buds.
Sir, laughter is bitter to the burned mouth.
A dream ago, perhaps. Ornament is for joy.
All the bones were charred.
it is not remembered. Remember,
most were peasants; their life
was in rice and bamboo.
When peaceful clouds were reflected in the paddies
and the water buffalo stepped surely along terraces,
maybe fathers told their sons old tales.
When bombs smashed those mirrors
there was time only to scream.
There is an echo yet
of their speech which was like a song.
It was reported their singing resembled
the flight of moths in moonlight.
Who can say? It is silent now.","Did the people of Viet Nam use lanterns of stone? It is not remembered whether in gardens                stone gardens illumined pleasant ways. Perhaps they gathered once to delight in blossom, but after their children were killed there were no more buds. It was reported their singing resembled the flight of moths in moonlight.","About Denise Levertov Denise Levertov is well-recognized to combine her own personal experience with historical facts. Through her poetic skills, she is able to build up a new poetic vision. The poet was also influenced by Charles Olson's essay “Projective Verse,” published in 1950, in which the entire focus remains on “the possibilities of breath” and the kinetics of a poem. However, just as she mediates or translates her personal experience into words, it shows her great poetic skills. It is only by virtue of her poetry that readers are able to familiarize themselves with the poet's experience, and obtain a different level of understanding. In What Were They Like?, Levertov combines the intellectual with the emotional experience, the personal with the public, to come up with what she calls an “inscape.” Levertov, rather than shedding light over the battlefield of the Vietnam War, shifts the readers' attention to the daily life of the Vietnamese. The way she makes use of irony, it makes their lot seem even more disastrous. Remember, the poet produces irony without using a war-like terminology to address the victims, but she employs simple words like “buds,” “lanterns,” “laughter,” “ornament,” and “singing” so that the attention of the readers can be transferred to the everydayness of reality, and turned to the value of all simple things that people like to share in their lives."
491,"Blackness
is a title,
is a preoccupation,
is a commitment Blacks
are to comprehend—
and in which you are
to perceive your Glory.

The conscious shout
of all that is white is
“It’s Great to be white.”
The conscious shout
of the slack in Black is
'It's Great to be white.'
Thus all that is white
has white strength and yours.

The word Black
has geographic power,
pulls everybody in:
Blacks here—
Blacks there—
Blacks wherever they may be.
And remember, you Blacks, what they told you—
remember your Education:
“one Drop—one Drop
maketh a brand new Black.”
Oh mighty Drop.
______And because they have given us kindly
so many more of our people

Blackness
stretches over the land.
Blackness—
the Black of it,
the rust-red of it,
the milk and cream of it,
the tan and yellow-tan of it,
the deep-brown middle-brown high-brown of it,
the “olive” and ochre of it—
Blackness
marches on.

The huge, the pungent object of our prime out-ride
is to Comprehend,
to salute and to Love the fact that we are Black,
which is our “ultimate Reality,”
which is the lone ground
from which our meaningful metamorphosis,
from which our prosperous staccato,
group or individual, can rise.

Self-shriveled Blacks.
Begin with gaunt and marvelous concession:
YOU are our costume and our fundamental bone.

All of you—
you COLORED ones,
you NEGRO ones,
those of you who proudly cry
“I’m half INDian”—
those of you who proudly screech
“I’VE got the blood of George WASHington in MY veins”
ALL of you—
you proper Blacks,
you half-Blacks,
you wish-I-weren’t Blacks,
Niggeroes and Niggerenes.


You.","Blackness is a title, a preoccupation, and a commitment Blacks are to comprehend. Blackness is our costume and our fundamental bone. You are our costume, and you are our bone. We are proud to be Black, and proud to salute and to Love the fact that we are Black.","Primer For Blacks' by Gwendolyn Brooks speaks on the necessity of accepting one's black heritage and the unified future that will result from that acceptance. The poem begins with the speaker describing blackness as being both a “commitment” and a “title.” It is what one is referred to as, but is also a promise one makes to “perceive” one's “Glory.” It is necessary for all black people to know their own greatness and worth. The speaker continues on to say that in white culture it is easy to say that it is a great thing to be white, so easy in fact that many black people would say the same. She looks down on this perception and knows that unless that individual belief is changed, nothing else will. She also describes the fact that “Blackness” is like a calling card. It is something that reaches across great distances and unifies all those who even have a drop of black blood. The poem comes to its conclusion with the speaker raising her voice and demanding that all those, no matter how much black blood they have, accept their own race and heritage."
